Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	completeness	diversification	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	turnover
4520	-717.5964	-571.4746	-146.1218	735451.1	0.07723652	0.1449478	-0.000464283	1.011729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.27697	0.1715076	0.998518	0.999621	1.00038	1.00148	1.011265	8.32422	6.72543	6.54606	6.50398	4.03232	4.56947	1.47233	7.75212	6.28464	6.64951	5.26843	3.69805	2.66392	1.48938	6.74269	6.0163	6.51081	7.00896	3.1514	2.4169	2.99855	3.35447	3.13921	4.17284	3.05403	3.92033	1.000459
4530	-718.4188	-567.4812	-150.9376	994839.3	0.08155377	0.106101	0.07753303	1.604078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.39536	0.1903954	0.998726	0.999674	1.00033	1.00127	1.681611	8.32422	6.72543	6.54606	6.48311	4.03232	4.56947	1.47233	7.72006	6.28464	6.64951	5.26843	3.69805	2.64062	1.48938	6.74269	6.0163	6.51081	7.00896	3.1514	2.4169	2.99855	2.90467	2.99789	4.17284	3.05403	3.92033	0.9538936
4540	-720.173	-569.6372	-150.5358	834089.3	0.0826011	0.09600199	0.07055048	2.258351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.789902	0.2398304	0.998609	0.999644	1.00036	1.00139	2.328902	8.32422	6.72543	6.72296	6.48311	4.03232	4.56947	1.47233	7.72006	6.28464	6.64951	5.26843	3.69805	2.64062	1.43194	6.74269	6.0163	6.51081	7.00896	3.1514	2.4169	3.31848	3.45237	2.99789	4.17284	3.05403	4.73905	0.9697065
4550	-716.5456	-569.1327	-147.4129	813200	0.08650656	0.0783191	0.1204847	1.940242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.963068	0.1648705	0.998591	0.99964	1.00036	1.00141	2.060727	8.32422	6.72543	6.47321	6.48311	4.03232	4.56947	1.32988	7.83596	6.10841	6.43058	5.26843	3.69805	2.64062	1.43194	6.74269	6.0163	6.51081	7.00896	3.1514	2.4169	3.31848	3.45237	2.97574	3.64363	3.07564	4.6656	0.9415329
4560	-713.4497	-566.8514	-146.5983	920477.7	0.08556985	0.09411048	0.1627492	1.909067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.940036	0.1983279	0.998675	0.999661	1.00034	1.00133	2.071816	8.32422	6.72543	6.47321	6.48311	4.03232	4.56947	1.22291	7.83596	6.10841	6.43058	5.26843	3.69805	2.64062	1.43194	6.74269	6.01881	6.51081	7.00896	3.1514	2.4169	3.31848	3.45237	2.97574	3.64363	3.36038	4.6656	0.9214461
4570	-713.5704	-567.3909	-146.1795	580468.1	0.08536628	0.2647943	0.04227985	0.7843805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.983801	0.2825052	0.998332	0.999573	1.00043	1.00167	0.8266604	8.32422	6.72543	6.86899	6.48311	4.03232	4.56947	1.15262	7.83596	6.10841	6.43058	5.26843	3.68252	2.64062	1.41209	6.45962	6.01881	6.51081	7.00896	3.1514	2.4169	3.31848	3.45237	2.97574	3.64363	3.36038	4.6656	0.9488546
4580	-713.0265	-559.9045	-153.1221	197882.5	0.07777057	0.2539879	0.0404688	0.7054374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.20707	0.2401737	0.997144	0.999269	1.00073	1.00286	0.7459062	8.32422	6.72543	6.86899	6.48311	4.03232	4.56947	1.15262	8.14753	6.10841	6.43058	5.26843	3.68252	2.64062	1.31295	6.45962	6.01881	6.51081	7.00896	3.1514	2.4169	3.0773	3.27079	2.97574	4.22632	3.36038	3.83569	0.9457455
4590	-720.1542	-568.004	-152.1502	89326.5	0.09139788	0.1948133	0.05144274	0.7998037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.895236	0.1935109	0.99575	0.998911	1.00108	1.00426	0.8512464	8.32422	6.72543	6.86899	6.48311	3.44932	4.56947	1.15262	8.14753	6.10841	6.43058	5.3828	3.68252	2.64062	1.34916	6.46215	6.01881	6.51081	7.00896	3.1514	2.4169	3.0773	3.27079	2.97574	4.22632	3.36038	3.83569	0.9395677
4600	-722.13	-565.305	-156.825	407847.8	0.07861093	0.140976	0.04119017	1.205693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.40721	0.1978686	0.99801	0.999491	1.00051	1.00199	1.246883	8.32422	6.72543	6.86899	6.48311	2.89588	4.56947	1.17895	8.14753	6.10841	6.43058	5.57023	3.68252	1.53617	1.34916	6.46215	6.01881	6.51081	7.00896	3.1514	2.4169	3.0773	3.45776	2.97574	4.22632	3.36038	3.83569	0.9669655
4610	-728.8952	-571.1765	-157.7187	554948.1	0.05797328	0.1336415	0.08743913	1.077553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0459	0.1662196	0.998294	0.999564	1.00044	1.00171	1.164992	8.32422	6.72543	6.86899	6.48311	2.89588	4.32464	1.17895	8.14753	5.35295	6.43058	5.57023	4.36233	1.53617	1.39437	6.46215	6.17073	6.51081	7.00896	3.1514	2.4169	3.0773	3.49806	2.97574	4.22632	3.36038	3.92051	0.9249444
4620	-739.9789	-580.8715	-159.1074	649719.7	0.08034566	0.0940623	0.08499739	1.288042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.31612	0.1337356	0.998423	0.999597	1.0004	1.00158	1.373039	8.32422	6.72543	6.86899	6.48311	2.89588	4.32464	1.17895	8.14753	5.35295	6.43058	5.57023	4.36233	1.53617	1.44168	6.46215	6.17073	6.51081	7.00896	3.1514	2.4169	3.0773	3.67365	3.27058	4.58072	3.36038	2.96725	0.9380954
4630	-730.9447	-571.6916	-159.2531	382700.8	0.07500821	0.02646211	0.1253384	2.262303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.96062	0.06149253	0.997946	0.999474	1.00052	1.00206	2.387641	8.32422	6.72543	6.86899	6.48311	3.37184	4.32464	1.35552	8.14753	5.35295	6.43058	5.57023	4.36233	1.53617	1.44168	6.46215	6.17073	6.51081	7.00896	3.1514	2.4169	3.0773	3.67365	3.27058	4.58072	2.70451	4.63834	0.9475054
4640	-727.7654	-575.8687	-151.8967	123731.8	0.0809479	0.05888242	0.07817035	1.569718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9401	0.09821173	0.996389	0.999075	1.00092	1.00362	1.647888	8.32422	6.72543	6.86899	6.48311	3.3558	4.32464	1.20175	8.14753	5.35295	6.43058	5.21475	4.36233	2.04902	1.44168	6.46215	6.17073	6.51081	7.00896	2.861	2.4169	3.0773	3.67365	3.27058	3.76356	3.3585	3.55858	0.9525633
4650	-724.1569	-568.1358	-156.0211	842401.2	0.07261707	0.1001716	0.07213105	1.313156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.50374	0.1461846	0.998615	0.999646	1.00035	1.00139	1.385287	8.32422	6.72543	6.86899	6.48311	3.3558	4.32464	1.20175	8.14753	5.35295	6.43058	5.25802	4.36233	2.04902	1.44168	5.01727	6.17073	6.51081	6.72778	2.861	2.4169	3.0773	3.67365	3.22181	3.76356	3.16747	4.11074	0.9479306
4660	-727.7297	-573.2655	-154.4642	830059.6	0.07769759	0.249672	0.0702712	0.6355785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.73261	0.211489	0.998605	0.999643	1.00036	1.0014	0.7058497	8.32422	6.72543	6.86899	6.48311	3.47923	4.32464	1.20175	8.14753	5.35295	6.43058	5.25802	4.36233	2.04902	1.26165	5.01727	6.17073	6.51081	6.72778	2.90919	2.32705	3.0773	4.11382	3.22181	4.77528	3.20695	4.65812	0.9004445
4670	-720.7888	-571.0826	-149.7062	235491	0.0833463	0.4268624	0.03858727	0.6019342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.79943	0.4483096	0.997382	0.99933	1.00067	1.00262	0.6405215	8.32422	6.72543	6.98609	6.48311	3.47923	4.32464	1.61978	8.14753	5.35295	6.43058	5.25802	4.46376	2.72462	1.22541	5.01727	6.17073	6.51081	6.72778	2.90919	2.43205	3.0773	4.57473	3.27926	5.11592	3.20695	4.88377	0.9397565
4680	-721.4714	-564.1818	-157.2896	822722.3	0.07648148	0.1773651	0.08417756	0.7691947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.95125	0.1658431	0.998599	0.999642	1.00036	1.0014	0.8533722	8.32422	6.72543	6.98609	6.48311	3.47923	4.32464	1.61978	8.14753	5.35295	6.43058	5.25802	4.24368	1.83955	1.3215	5.01727	6.17073	6.51081	6.72778	2.90919	2.56789	3.37071	4.57473	3.27926	5.11592	3.20695	4.88377	0.9013589
4690	-720.2647	-566.3446	-153.9202	462923.3	0.06413337	0.2451757	0.06895474	0.9521027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.51209	0.3092539	0.998132	0.999522	1.00048	1.00187	1.021057	8.32422	6.72543	6.98609	6.33694	3.47923	4.3154	1.61978	8.14753	5.35295	6.43058	5.39489	4.53473	2.53711	1.38038	5.01727	6.17073	6.51081	6.72778	2.90919	2.56789	3.37071	4.57473	3.27926	5.43787	3.20695	4.88377	0.9324673
4700	-719.3586	-573.3357	-146.0229	88275.46	0.09251038	0.2598833	0.08484748	0.8900238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.91619	0.3125214	0.995725	0.998904	1.00109	1.00428	0.9748712	8.32422	6.72543	6.98609	6.33694	3.47923	4.3154	1.36041	8.14835	5.35295	6.43058	5.39489	4.53473	2.53711	1.38038	5.01727	6.17073	6.49892	6.72778	2.90919	2.60632	3.37071	4.57473	3.27926	5.43787	3.21113	4.88377	0.9129655
4710	-715.8208	-576.2826	-139.5382	15309.23	0.1101699	0.1913262	0.1003393	1.188569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.45494	0.2812066	0.989746	0.997357	1.00261	1.01029	1.288908	8.32422	6.72543	6.98609	6.33694	3.76808	4.31927	1.36041	8.14835	5.35295	6.31148	5.39489	4.53473	2.53711	1.49063	4.56847	6.17073	6.49892	6.96943	2.90919	2.58779	3.37071	4.5569	2.80104	5.43787	3.21113	4.61785	0.9221517
4720	-722.0247	-580.1577	-141.867	72343.95	0.1209214	0.271489	0.1103502	1.091833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.86205	0.4068856	0.995278	0.998789	1.0012	1.00473	1.202183	8.32422	6.72543	6.98609	6.33694	3.76808	4.31927	1.36041	7.97553	5.35295	6.31148	5.39489	3.86146	2.53711	1.49063	4.56847	6.17073	6.49892	6.96943	2.90919	2.58779	3.37071	4.5569	2.80104	5.74998	3.33165	4.61785	0.9082085
4730	-714.9368	-569.4156	-145.5213	129618.3	0.09098283	0.1682346	0.08136796	1.048866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.25191	0.2121459	0.996472	0.999096	1.0009	1.00353	1.130234	8.32422	6.72543	6.69872	6.33694	3.76808	4.31927	1.36041	7.97553	5.35295	6.31148	5.39489	3.86146	2.48952	1.49063	4.56847	6.17073	6.49892	6.96943	2.9316	2.58779	3.37071	2.91325	2.80104	6.17348	3.33165	4.61785	0.9280079
4740	-709.967	-558.3793	-151.5877	563656.1	0.07390278	0.1917972	0.03480971	1.018264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.80279	0.2416475	0.998307	0.999567	1.00043	1.00169	1.053073	8.32422	6.72543	6.65541	6.33694	4.44942	4.31927	1.44517	7.8917	5.35295	6.31148	5.39489	3.23426	2.48952	1.28154	5.01044	5.58142	6.66415	6.96943	2.9316	2.58779	3.37071	2.91325	2.80104	6.29231	3.38978	4.61785	0.9669447
4750	-713.2431	-565.0784	-148.1647	222489.4	0.084861	0.1043551	0.1337727	1.374512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8441	0.1601498	0.997306	0.99931	1.00069	1.0027	1.508285	8.32422	6.72543	6.65541	6.33694	4.44942	4.31927	1.44517	7.8917	5.35295	6.31148	5.39489	3.23426	2.48952	1.28154	4.33734	5.58142	6.66415	6.96943	2.9316	2.58779	3.37071	3.37406	2.80104	6.29231	3.38978	4.61785	0.9113081
4760	-708.9468	-559.8412	-149.1056	160100.1	0.08549206	0.1238891	0.1087919	1.494027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.59995	0.2112674	0.996825	0.999187	1.00081	1.00318	1.602819	8.32422	6.72543	6.65541	6.33694	4.44942	4.31927	1.44517	7.8917	5.35295	6.31148	5.39489	3.23426	2.42041	1.28154	5.63244	5.58142	6.56086	6.85798	2.9316	2.58779	3.37071	3.37406	2.80104	6.29231	3.38978	4.61785	0.9321246
4770	-718.3152	-565.0644	-153.2508	306374.1	0.0781741	0.2177734	0.1044164	0.9509064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9396	0.2647341	0.997704	0.999413	1.00059	1.0023	1.055323	8.32422	6.72543	6.65541	6.33694	4.44942	4.5081	1.44517	7.8917	5.35295	6.31148	5.39489	3.23426	2.42041	1.28154	5.63244	5.58142	6.56086	6.85798	2.9316	2.58779	3.37071	3.37406	2.80104	7.04135	3.38978	4.61785	0.9010574
4780	-705.7471	-557.3176	-148.4294	368673.4	0.08172449	0.3145845	0.04522365	0.6421408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8749	0.2947228	0.997907	0.999465	1.00053	1.00209	0.6873645	8.32422	6.72543	6.67971	6.33694	4.65077	4.5081	1.32634	7.8917	5.35295	6.31148	5.8851	3.23426	2.42041	1.64158	5.63244	5.58142	6.56086	6.85798	2.9316	2.58779	3.37071	3.37406	2.80104	7.04135	2.62712	4.61785	0.9342072
4790	-704.1742	-560.7198	-143.4544	859332.1	0.08658431	0.2421264	0.0824778	0.8382699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.17776	0.2678115	0.998629	0.999649	1.00035	1.00137	0.9207477	8.32422	6.72543	6.67971	6.33694	4.65077	4.5081	1.32634	7.8917	5.35295	6.31148	5.8851	3.23426	2.42041	1.64158	5.63244	5.58142	6.56086	6.85798	2.9316	2.58779	3.37071	3.37406	2.88096	7.04135	2.82834	4.61785	0.910423
4800	-708.9081	-559.2805	-149.6276	175136.2	0.0874081	0.2208803	0.1097497	1.177536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.76599	0.333831	0.996964	0.999223	1.00077	1.00304	1.287285	8.32422	6.72543	6.67971	6.33694	4.65077	4.5081	1.32634	8.05644	5.35295	6.31148	5.8851	3.09141	2.42041	1.64158	5.63244	6.26559	6.56086	6.85798	2.9316	2.58779	3.37071	3.37406	2.88096	7.04135	2.82834	4.61785	0.9147433
4810	-713.1984	-565.6656	-147.5328	955412.2	0.07384789	0.2168787	-0.00857755	0.9717635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9578	0.2691216	0.9987	0.999668	1.00033	1.0013	0.963186	8.32422	6.72543	6.67971	6.33694	4.65077	4.5081	1.28404	8.05644	5.35295	6.31148	5.85971	3.09141	2.42041	1.65407	5.63244	6.26559	6.56086	6.85798	2.9316	2.43606	3.37071	3.18532	3.08098	7.04135	2.82834	3.856	1.008905
4820	-707.594	-560.9811	-146.6129	746429	0.0936697	0.09998033	0.1517254	1.446998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.99806	0.1607425	0.998529	0.999624	1.00038	1.00147	1.598724	8.32422	6.72543	6.67971	6.33694	4.65077	4.5081	1.5692	8.05644	5.73914	6.41186	5.85971	3.33536	2.42041	1.65407	5.63244	5.80667	6.56086	6.85798	2.9316	2.43606	3.37071	3.05428	3.39267	7.04135	2.56645	3.64386	0.9050959
4830	-711.4669	-562.6116	-148.8553	790072.2	0.08077787	0.1094851	0.0890666	1.745381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.03818	0.2145873	0.99857	0.999634	1.00036	1.00143	1.834447	8.32422	6.72543	6.67971	6.33694	4.65077	4.88183	1.5692	7.9218	5.73914	6.61768	5.74724	3.33536	1.35943	1.74815	4.71534	5.80667	6.55352	6.83165	3.16584	2.43606	3.37071	3.05428	3.39267	7.04135	2.56645	3.64386	0.9514477
4840	-713.2149	-563.029	-150.1859	730885.4	0.07283481	0.2383016	0.06442812	0.7663309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.44062	0.2397509	0.998514	0.99962	1.00038	1.00149	0.830759	8.32422	6.72543	6.67971	6.33694	4.65077	4.88183	1.65622	7.9218	5.73914	6.61768	5.74724	3.33536	1.35943	1.44536	4.71534	5.80667	6.55352	6.83165	3.16584	2.43606	3.37071	3.05428	3.39267	7.04135	2.56645	3.64386	0.9224467
4850	-719.7944	-561.602	-158.1924	685850.2	0.07130155	0.1825991	0.02972812	0.7141763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02505	0.1595398	0.998466	0.999608	1.00039	1.00154	0.7439044	8.32422	6.72543	6.8584	6.33694	3.92779	4.88183	1.76586	7.71825	5.73914	6.61768	5.74724	3.33536	2.07186	1.29386	3.61778	5.80667	6.55352	6.89117	3.16584	2.43606	3.37071	3.05058	3.39267	7.04135	2.56645	3.64386	0.9600377
4860	-728.6666	-566.3921	-162.2745	912885.4	0.06987698	0.01914448	0.1870336	2.810402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.81075	0.05485383	0.99867	0.99966	1.00034	1.00133	2.997436	8.32422	6.72543	6.8584	6.33694	3.92779	4.88183	1.64875	7.71825	5.94618	6.61768	5.74724	3.33536	1.98196	1.29386	3.61778	5.80667	6.55352	6.89117	3.16584	2.43606	3.37071	3.05058	3.39267	7.04135	2.56645	3.64386	0.9376021
4870	-733.9436	-566.1854	-167.7582	608149.3	0.06148679	0.01846695	0.2366573	4.567896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.15177	0.0859422	0.998371	0.999583	1.00042	1.00163	4.804553	8.32422	6.72543	6.8584	6.33694	3.92779	4.88183	1.68235	7.71825	5.94618	6.61768	5.74724	3.2256	1.98196	1.35582	3.61778	5.80667	6.55352	6.89117	3.16584	2.43606	3.37071	3.08078	3.39267	6.40978	3.31734	3.31291	0.9507431
4880	-720.8112	-559.5172	-161.294	277633.5	0.06614623	0.02337992	0.06611765	2.233641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.05621	0.05347252	0.997589	0.999383	1.00062	1.00241	2.299759	8.32422	6.72543	6.78035	6.33694	3.92779	4.88183	1.68235	7.71825	5.94618	6.61768	5.74724	3.2256	1.98196	1.6625	3.61778	5.80667	6.55352	6.89117	3.16584	2.43606	3.37071	3.08078	3.39267	6.40978	3.31734	4.21566	0.9712502
4890	-714.366	-560.9157	-153.4504	204631.9	0.0847579	0.05572771	0.06514972	1.960487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.16585	0.1157012	0.997191	0.999281	1.00072	1.00281	2.025637	8.32422	6.72543	6.78035	6.33694	3.92779	4.88183	1.71713	7.71825	5.94618	6.61768	5.58581	3.2256	1.98196	1.6625	3.61778	5.80667	6.55352	6.89117	3.16584	2.34881	3.37071	3.08078	3.07297	6.40978	2.38349	3.0113	0.9678374
4900	-715.9439	-572.3471	-143.5968	476945.4	0.1111972	0.07652951	0.05882027	2.044144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.82344	0.1694016	0.99816	0.999529	1.00047	1.00184	2.102964	8.32422	6.72543	6.78035	6.33694	3.92779	4.74591	1.68532	7.71825	5.32255	6.61768	6.25585	3.2256	1.98196	1.6625	3.61778	5.80667	6.55352	6.89117	3.16584	2.34881	3.37071	3.08078	3.07297	6.40978	2.51322	3.0113	0.9720298
4910	-717.4639	-575.1042	-142.3597	223202.1	0.09513173	0.11327	0.08598699	1.702274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.43116	0.2174468	0.997311	0.999312	1.00069	1.00269	1.788261	8.32422	6.72543	6.78035	6.33694	3.96594	4.74591	1.71254	7.71825	5.32255	6.61768	6.25585	3.2256	1.93392	1.6625	5.21866	5.80667	6.55352	6.89117	3.16584	2.34881	3.37071	3.08078	3.07297	6.40978	2.51322	3.0113	0.9519159
4920	-719.7485	-565.6343	-154.1142	114503	0.08006992	0.07029076	0.1261463	2.277318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.33895	0.1721769	0.996246	0.999038	1.00096	1.00376	2.403464	8.32422	6.72543	6.78035	6.33694	3.96594	4.74591	1.71254	7.71825	5.32255	6.61768	6.25585	3.2256	1.63379	1.6625	5.42801	5.80667	6.55352	6.89117	3.16584	2.34881	3.37071	3.23192	3.07297	4.62015	2.51322	3.56482	0.9475148
4930	-727.5393	-574.0524	-153.4869	210942.4	0.08394588	0.1053754	0.1011833	1.665543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4611	0.1961798	0.997234	0.999292	1.00071	1.00277	1.766726	8.32422	6.72543	6.78035	6.33694	3.70874	4.74591	1.71254	7.71825	5.96658	6.37766	5.33485	3.2256	1.63379	1.6625	5.42801	5.80667	6.55352	6.89117	3.16584	2.34881	3.37071	3.23192	3.07297	4.62015	2.41115	3.06266	0.9427284
4940	-709.1885	-564.7226	-144.4659	807531.9	0.08092821	0.2109697	0.07105529	1.123841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.508696	0.3004908	0.998586	0.999638	1.00036	1.00141	1.194896	8.32422	6.72543	6.78035	6.33694	3.70874	4.74591	1.71254	7.71825	5.96658	6.37766	5.33485	3.2256	2.78252	1.6625	5.42801	5.80667	6.55352	6.89117	3.16584	2.34881	3.37071	3.23192	3.07297	4.62015	3.32664	3.06266	0.9405343
4950	-709.2991	-568.9847	-140.3144	630112.3	0.0890075	0.1970073	0.07699072	1.033436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.02192	0.2535446	0.998399	0.999591	1.00041	1.0016	1.110427	8.32422	6.72543	6.58112	6.45135	3.70874	4.74591	1.71254	7.71825	5.96658	6.52024	5.33485	3.2256	2.78252	1.7266	5.95946	5.80667	6.31515	6.89117	3.16584	2.67642	3.37071	3.23192	3.24374	3.19725	3.32664	4.25932	0.9306656
4960	-711.4943	-574.0817	-137.4126	273011.7	0.1114165	0.1796067	0.05199576	1.54472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35253	0.3381818	0.997568	0.999378	1.00062	1.00243	1.596716	8.32422	6.72543	6.58112	6.45135	3.49063	4.74591	1.71254	7.71825	5.96658	6.52024	5.33485	3.2256	2.78252	1.7266	5.49696	5.80667	6.31515	7.15761	3.16584	2.67642	3.34885	3.23192	3.24374	3.34637	3.37971	4.25932	0.9674358
4970	-714.4618	-573.8882	-140.5736	46762.62	0.102031	0.2959505	0.08241959	0.8710996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.84187	0.3661709	0.994128	0.998493	1.0015	1.00588	0.9535192	8.32422	6.72543	6.58112	6.45135	3.49063	4.77882	1.71254	7.71825	5.96658	6.52024	5.33485	3.2256	2.78252	1.7266	5.49696	5.80667	6.31515	6.79421	3.28984	2.67642	3.34885	3.19915	3.24374	3.34637	3.37971	4.25932	0.9135627
4980	-710.4524	-569.7967	-140.6556	100927.6	0.08193975	0.2538141	0.09986562	0.9544817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49777	0.3246657	0.996002	0.998975	1.00102	1.004	1.054347	8.32422	6.72543	6.58112	6.45135	3.49063	4.55734	1.88228	7.94463	5.96658	6.52024	5.33485	2.97173	2.78252	1.90233	5.49696	5.80667	6.31515	6.79421	3.28984	2.67642	2.98097	3.2753	3.24374	2.98211	3.37971	4.25932	0.905282
4990	-719.6632	-569.995	-149.6682	58761.01	0.08741277	0.1014494	0.05131142	1.567422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.20399	0.1769673	0.994761	0.998656	1.00133	1.00525	1.618734	8.32422	6.72543	6.58112	6.45135	3.79441	4.74699	1.71476	7.94463	5.96658	6.52024	5.33485	2.97173	2.78252	1.66	5.49696	5.80667	6.31515	6.79421	2.99834	2.67642	2.98097	3.2753	3.24374	2.98211	2.67237	4.25932	0.9683015
5000	-710.4071	-563.3309	-147.0762	233902.4	0.08433918	0.1544928	0.08577909	1.484867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.81592	0.2713181	0.997373	0.999327	1.00067	1.00263	1.570647	8.32422	6.72543	6.58112	6.45135	3.79441	4.74699	1.71476	7.49619	5.96658	6.52024	5.33485	2.97173	2.78252	1.66	5.49696	5.80667	6.31515	6.79421	3.05668	2.67642	2.98097	2.8455	3.24374	3.53974	2.67237	3.65395	0.9453861
