Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	completeness	diversification	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	turnover
1250	-727.9407	-573.1915	-154.7493	698765.4	0.07506143	0.1129852	0.07351138	1.067752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11746	0.136007	0.99848	0.999611	1.00039	1.00152	1.141264	8.34296	6.77624	6.40798	6.31583	3.77243	4.73126	1.88673	8.09825	5.40105	6.56702	5.30237	3.0786	2.52983	1.79189	3.32024	6.14233	6.46371	6.9891	2.99949	2.43292	3.21116	3.31493	3.18141	3.34663	3.36014	3.79761	0.9355877
1260	-712.5502	-569.7683	-142.7819	287854.4	0.08531881	0.1785569	0.007075146	1.288796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6687	0.2801454	0.997632	0.999394	1.0006	1.00237	1.295871	8.34296	6.77624	6.40798	6.31583	3.77243	4.73126	1.88673	8.32439	5.96215	6.56702	5.30237	3.0786	2.52983	1.79189	3.48432	6.14233	6.46371	6.9891	2.99949	2.43292	3.00848	3.16571	3.1751	3.34663	3.36014	3.79761	0.9945402
1270	-713.5318	-564.7973	-148.7344	102000.7	0.07986945	0.09153719	-0.02613458	1.705551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.56256	0.1718522	0.996023	0.998981	1.00101	1.00398	1.679416	8.34296	6.77624	6.92455	6.31583	3.77243	4.73126	1.88673	8.32439	5.70137	6.56702	5.30237	3.0786	1.82806	1.79189	3.2927	6.14233	6.46371	6.9891	2.99949	2.77998	3.00848	3.16571	3.1751	3.34663	3.36014	3.79761	1.015562
1280	-716.122	-561.8043	-154.3177	502186.9	0.07546047	0.1701919	0.07729998	1.170925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.62602	0.2401542	0.998207	0.999541	1.00046	1.00179	1.248225	8.34296	6.77624	6.93671	6.31583	3.77243	4.39066	2.03342	8.32713	5.70137	6.56702	5.30237	3.0786	2.6695	1.79189	3.2927	6.14233	6.46371	6.9891	3.28943	2.77998	3.00848	3.16571	3.1751	3.34663	3.36014	3.44976	0.9380721
1290	-724.6305	-564.7318	-159.8987	615762.7	0.05753532	0.1088432	0.08270099	1.363935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.05453	0.1665869	0.998381	0.999586	1.00041	1.00162	1.446636	8.34296	6.77624	6.93671	6.31583	3.77243	4.39066	2.5515	8.32713	5.70137	6.56702	5.30237	3.0786	2.6695	1.79189	3.82102	6.14233	6.46371	6.9891	3.28943	2.77998	3.00848	3.16571	3.1751	3.34663	3.20387	3.1185	0.9428322
1300	-725.5181	-566.5141	-159.004	417887.1	0.07298149	0.04866359	0.07310209	1.616951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.90827	0.08271168	0.998034	0.999497	1.0005	1.00197	1.690053	8.34296	6.77624	6.93671	6.31583	3.70706	4.39066	2.5515	8.32713	5.70137	6.59497	5.47773	3.89695	2.6695	1.79189	2.47999	6.14233	6.46371	7.10073	3.28943	2.77998	3.00848	3.68655	3.1751	4.92566	3.20387	4.56721	0.9567457
1310	-719.9606	-561.6852	-158.2754	310068.4	0.05883148	0.1178986	0.1449872	1.352881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.89879	0.1808213	0.997718	0.999416	1.00058	1.00228	1.497868	8.34296	6.85952	6.93671	6.31583	4.10728	4.57246	2.5515	8.32713	5.70137	6.59497	5.96554	3.89695	2.04925	2.67462	5.55797	6.14233	6.46371	7.10073	3.28943	2.77998	3.00848	3.00003	3.1751	4.92566	3.20387	4.20159	0.9032043
1320	-713.7928	-557.8934	-155.8993	794720	0.07706874	0.04309652	0.07796279	2.279469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.42482	0.1026615	0.998575	0.999635	1.00036	1.00143	2.357431	8.34296	6.85952	6.93671	6.31583	4.46663	4.57246	2.41411	8.32713	5.70137	6.59497	5.96554	3.89695	2.2828	2.30034	5.66128	6.14233	6.46371	7.10073	3.28943	2.77998	3.00848	3.44851	2.83551	5.55567	2.68317	4.20159	0.9669289
1330	-710.8269	-556.7589	-154.068	383495.2	0.07858309	0.07340018	-0.0694605	1.458785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.58673	0.115557	0.997948	0.999475	1.00052	1.00205	1.389324	8.34296	6.85952	6.93671	6.31583	4.46663	4.74519	2.41411	8.32713	5.62186	6.59497	6.06661	3.89695	1.67662	2.30034	5.66128	6.14233	6.46371	7.10073	3.28943	2.77998	3.00848	3.06374	2.83551	5.55567	2.68317	4.20159	1.049996
1340	-718.7456	-565.7942	-152.9514	744604.5	0.06512706	0.09271567	-0.01323454	1.624306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.57021	0.1659883	0.998527	0.999623	1.00038	1.00147	1.611072	8.34296	6.85952	6.93671	6.31583	3.49657	4.74519	2.0756	8.32713	5.62186	6.59497	6.06661	3.89695	1.79636	2.30034	5.66128	6.26472	6.46371	7.10073	3.28943	2.77998	3.00848	3.69788	2.99742	4.66239	2.68317	4.20159	1.008215
1350	-727.8086	-572.5599	-155.2487	537932.6	0.07730664	0.09609757	0.1384925	1.419643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.47962	0.1509281	0.998267	0.999557	1.00044	1.00173	1.558136	8.34296	6.85952	6.93671	6.31583	3.27401	4.74519	2.0756	8.32713	5.62186	6.59497	6.06661	3.89695	1.79636	2.30034	5.77221	6.26472	6.46371	7.10073	3.28943	2.77998	3.30318	3.69788	2.99742	4.26628	2.68317	3.45943	0.9111165
1360	-722.1211	-566.8617	-155.2594	824405.5	0.0762497	0.1801307	-0.02070658	0.9829893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.94662	0.2159693	0.9986	0.999642	1.00036	1.0014	0.9622827	8.34296	6.85952	6.93671	6.31583	3.04948	4.74519	2.0756	8.32713	5.62186	6.59497	6.06661	3.89695	1.79636	2.31389	5.77221	6.26472	6.46371	7.10073	3.28943	2.77998	3.30318	3.69788	2.99742	4.26628	2.68317	3.97308	1.021518
1370	-721.3271	-570.7902	-150.537	288794.5	0.09181855	0.1441256	0.08602324	1.0518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.00933	0.1771186	0.997636	0.999395	1.0006	1.00237	1.137823	8.34296	6.85952	6.93671	6.31583	3.04948	4.74519	2.0756	8.32713	5.62186	6.59497	5.97816	3.89695	2.11169	2.30145	7.1861	6.26472	6.46371	7.10073	3.28943	2.77998	3.06863	3.69788	2.99742	4.39668	2.68317	3.36659	0.9243966
1380	-715.8938	-566.3035	-149.5903	320112.4	0.08313912	0.04358447	-0.1076095	2.264533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.23599	0.1031962	0.997754	0.999425	1.00057	1.00225	2.156924	8.34296	6.85952	6.93671	6.31583	4.52021	4.74519	2.0756	8.32713	5.58558	6.59497	5.97816	3.89695	2.20962	1.71799	7.1861	5.94533	6.46371	7.10073	3.28943	2.75246	3.06863	3.48672	2.95478	4.39668	2.68317	4.8164	1.04989
1390	-720.6492	-572.4543	-148.1949	81886.51	0.07866145	0.1554875	0.01053911	0.9446459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7339	0.1739236	0.995562	0.998862	1.00113	1.00445	0.9551851	8.34296	6.85952	6.93671	6.31583	4.52021	4.74519	1.98649	8.32713	5.58558	6.59497	5.97816	4.40709	2.20962	1.96139	7.1861	5.94533	6.65836	7.10073	3.28943	2.75246	3.10792	3.48672	2.95478	4.39668	3.34816	4.8164	0.9889664
1400	-712.4843	-572.987	-139.4973	157277.5	0.09462888	0.1660176	-0.03854382	1.292592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.43871	0.2573112	0.996797	0.99918	1.00082	1.00321	1.254048	8.34296	6.85952	6.93671	6.31583	4.52021	4.89113	1.37708	8.34262	5.58558	6.59497	5.97816	4.40709	2.20962	1.96139	7.1861	5.58564	6.65836	7.10073	3.28943	2.75246	3.10792	4.16522	2.95478	4.39668	3.34816	4.8164	1.030736
1410	-719.4932	-574.8067	-144.6866	332206.7	0.07908231	0.1345871	0.0923991	1.162739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.04273	0.1808266	0.997796	0.999436	1.00056	1.00221	1.255138	8.34296	6.85952	6.93671	6.31583	3.75524	4.89113	1.76581	8.34262	5.58558	6.59497	6.27207	4.40709	2.20962	1.96139	7.1861	5.58564	6.65836	7.10073	3.28943	2.75246	2.93593	4.16522	2.95478	2.89543	3.37261	4.8164	0.9263833
1420	-722.2843	-573.4974	-148.7869	221260.5	0.08583593	0.1081604	0.1030681	1.57106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.88089	0.1905349	0.997299	0.999308	1.00069	1.0027	1.674128	8.34296	6.85952	6.93671	6.31583	3.75524	4.89113	2.19648	8.34262	5.58558	6.59497	6.27207	4.40709	1.26848	2.28471	7.1861	5.58564	6.65836	7.10073	3.28943	2.75246	2.93593	4.16522	2.95478	2.97397	2.51378	4.8164	0.9384348
1430	-735.2767	-577.9852	-157.2914	253533.6	0.06397172	0.1718671	0.09630133	0.8887115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6544	0.1844394	0.997477	0.999354	1.00064	1.00253	0.9850129	8.34296	6.85952	6.60019	6.31583	3.75524	4.89113	1.14974	8.34262	5.58558	6.59497	6.27207	4.40709	2.13523	2.07214	7.1861	5.58564	6.65836	7.10073	3.28943	2.75246	2.93593	4.16522	2.95574	2.81688	2.75328	4.8164	0.9022334
1440	-716.7462	-569.0907	-147.6555	934139.2	0.09122533	0.3099705	0.04410236	0.6982074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.81382	0.3136441	0.998685	0.999664	1.00034	1.00132	0.7423097	8.34296	6.85952	6.60019	6.31583	4.59454	4.89113	1.45735	8.34262	5.58558	6.59497	6.17257	4.40709	2.79336	1.37993	7.1861	5.58564	6.65836	7.10073	3.28943	2.75246	2.93593	3.39211	3.31026	3.17284	2.75328	4.8164	0.9405877
1450	-722.4577	-572.6894	-149.7683	861846.6	0.09285673	0.1913719	0.005518942	0.9295687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.85196	0.2199941	0.998631	0.99965	1.00035	1.00137	0.9350877	8.34296	6.85952	6.60019	6.31583	3.16094	4.89113	1.45735	8.34262	5.89421	6.59497	6.17257	4.40709	2.79336	1.37993	7.1861	5.58564	6.65836	7.10073	3.28943	2.7272	2.93593	4.59572	3.31026	3.17284	2.75328	4.8164	0.9940979
1460	-717.1101	-569.8605	-147.2496	405515	0.08719487	0.1644944	0.04445543	1.155828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.58793	0.2275595	0.998005	0.999489	1.00051	1.002	1.200283	8.34296	6.85952	6.60019	6.31583	3.16094	4.89113	1.58525	8.34262	5.55079	6.59497	6.26715	4.40709	2.79336	1.37993	7.1861	5.58564	6.65836	7.10073	3.28943	2.7272	3.10043	4.83944	3.31026	3.59812	2.75328	4.8164	0.9629626
1470	-724.7743	-569.8543	-154.92	226318.6	0.07263188	0.3712075	0.04284961	0.5059713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.17104	0.2987001	0.997329	0.999316	1.00068	1.00267	0.5488209	8.34296	6.85952	6.60019	6.31583	3.16094	4.89113	1.3148	7.61639	5.55079	6.59497	6.26715	4.68976	2.79336	1.37993	7.1861	5.58564	6.65836	6.76355	2.91918	2.7272	3.10043	4.27136	3.31026	3.59812	3.22526	4.8164	0.9219242
1480	-718.7234	-566.9823	-151.7411	64529.94	0.09737084	0.2688734	-0.02042003	0.7695347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4692	0.282998	0.995001	0.998718	1.00127	1.00501	0.7491147	8.34296	6.85952	6.60019	6.31583	3.16094	4.89113	1.3148	7.61639	5.55079	6.37765	5.33431	4.68976	2.79336	1.37993	6.66658	5.58564	6.65836	6.76355	2.90652	2.7272	3.38433	4.27136	3.31026	2.70347	3.22526	4.8164	1.027259
1490	-719.7119	-564.8765	-154.8354	50411.2	0.06580861	0.3131038	0.03819715	0.7004424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.31455	0.3192786	0.994344	0.998548	1.00144	1.00567	0.7386396	8.34296	6.85952	6.60019	6.31583	3.16094	4.89113	1.3148	8.32518	5.55079	6.37765	5.33431	4.68976	2.79336	1.37993	6.66658	5.58564	6.65836	6.76355	2.90652	2.7272	3.30895	4.27136	3.19621	2.70347	3.22526	3.30304	0.9482872
1500	-731.5065	-572.6593	-158.8472	134823.5	0.06515593	0.07564399	-0.04449123	1.392931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.36241	0.1139895	0.99654	0.999114	1.00088	1.00346	1.34844	8.34296	6.83562	6.60019	6.64992	2.92509	4.89113	2.68752	8.32518	5.55079	6.37765	5.54997	4.68976	2.42482	1.37993	6.63287	5.58564	6.65836	6.95058	2.90652	2.48839	3.30895	4.27136	3.19621	3.82042	3.22526	3.68362	1.032995
1510	-725.4745	-570.3804	-155.0941	58091.46	0.08218593	0.1898667	0.03981734	0.847515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.00705	0.1986277	0.994731	0.998648	1.00134	1.00528	0.8873323	8.34296	6.83562	6.60019	6.64992	2.92509	4.89113	2.68752	8.32518	5.55079	6.37765	5.54997	4.68976	2.42482	2.30607	6.44763	5.58564	6.6837	6.95058	2.90652	2.78699	3.30895	4.27136	3.19621	3.82042	3.22526	4.4662	0.9551269
1520	-725.2126	-569.8305	-155.3821	140233.9	0.06704459	0.1658623	0.02163046	1.116558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.78163	0.2220195	0.996608	0.999131	1.00086	1.0034	1.138188	8.34296	6.83562	6.60019	6.64992	2.92509	4.89113	2.68752	8.32518	5.55079	6.37765	5.54997	3.94316	2.42482	2.30607	6.44763	5.58564	6.6837	6.95058	2.90652	2.78699	3.30895	4.27136	3.19621	6.81841	2.49	4.72413	0.9809957
1530	-722.2939	-567.8596	-154.4343	484982.9	0.07724892	0.2038512	-0.01792241	1.09108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.85543	0.2793671	0.998175	0.999533	1.00047	1.00183	1.073157	8.34296	6.83562	6.60019	6.64992	2.92509	4.89113	2.58686	8.32518	5.37673	6.37765	5.54997	3.94316	2.42482	2.30607	6.44763	5.58564	6.6837	6.95058	2.90652	2.78699	3.30895	4.27136	3.19621	6.81841	2.49	3.51624	1.016701
1540	-722.3586	-567.278	-155.0806	705636.2	0.05681677	0.2860375	0.05508519	0.6312731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.31903	0.2529093	0.998487	0.999613	1.00039	1.00151	0.6863583	8.34296	6.83562	6.60019	6.64992	3.93159	4.89113	2.58686	8.32518	5.22854	6.37765	5.54997	3.94316	2.42482	2.30607	6.44763	5.58564	6.6837	6.95058	3.11656	2.35108	3.30895	4.27136	3.19621	6.59023	2.49	3.47413	0.9197428
1550	-723.4165	-566.1604	-157.2562	522662.3	0.07293752	0.04458262	0.1879489	2.329224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.72971	0.1086885	0.998242	0.99955	1.00045	1.00176	2.517173	8.34296	6.83562	6.60019	6.64992	4.02768	4.89113	2.58686	8.21153	5.67898	6.37765	5.8057	3.94316	2.76637	1.62892	6.44763	5.58564	6.6837	6.95058	3.11656	2.35108	3.30895	4.27136	3.19621	6.59023	3.22269	3.47413	0.9253333
1560	-721.2356	-565.1357	-156.0999	32943.75	0.07872211	0.05380606	0.05047036	1.533636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.04931	0.08721141	0.993006	0.998203	1.00178	1.00701	1.584106	8.34296	6.83562	6.60019	6.64992	4.02768	4.89113	1.38699	8.21153	5.67898	6.37765	5.8057	4.03991	2.76637	2.70539	6.69939	5.58564	6.6837	6.95058	3.11656	2.35108	3.26267	4.27136	3.19621	6.59023	2.56251	3.47413	0.9681395
1570	-716.327	-565.995	-150.332	183983.5	0.07786795	0.08548273	0.03509585	1.56307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.16995	0.1461049	0.997038	0.999242	1.00076	1.00296	1.598166	8.34296	6.85077	6.60019	6.63071	4.62776	4.89113	1.59213	8.21153	5.28548	6.37765	5.8057	3.46573	2.76637	2.34958	6.69939	5.58564	6.63877	6.95058	3.11656	2.35108	3.26267	4.27136	3.19621	6.59023	2.56251	3.47413	0.9780399
1580	-713.2906	-562.6452	-150.6455	236327.4	0.068981	0.2073631	0.06122392	0.9307027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.31463	0.2434827	0.997386	0.999331	1.00067	1.00262	0.9919266	8.34296	6.85077	6.60019	6.63071	3.18362	4.89113	2.42364	8.21153	5.28548	6.37765	5.8057	3.46573	2.76637	1.69661	6.69939	6.14193	6.63877	6.95058	3.11656	2.35108	3.26267	4.27136	3.19621	6.59023	2.56251	4.72948	0.9382778
1590	-717.9026	-565.8146	-152.088	345263.8	0.06864204	0.171605	0.1020981	0.9921869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9055	0.2055351	0.997838	0.999447	1.00055	1.00216	1.094285	8.34296	6.85077	6.6928	6.63071	4.78047	4.89113	2.42364	8.21153	5.28548	6.37765	5.8057	3.46573	2.76637	1.57886	6.97596	6.12178	6.63877	6.95058	3.11656	2.36977	3.26267	3.19031	3.19621	6.59023	2.52235	4.72948	0.9066988
1600	-720.1466	-564.8509	-155.2956	303263.3	0.06459114	0.02648684	-0.04641628	2.447029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35159	0.06657751	0.997693	0.99941	1.00059	1.00231	2.400613	8.34296	6.85077	6.6928	6.63071	4.78047	4.89113	2.42364	7.3163	5.28548	6.37765	5.67042	3.14053	2.76637	2.03758	6.97596	6.12178	6.63877	6.80536	3.18899	2.36977	3.26267	3.19031	3.19621	7.14217	2.52235	4.72948	1.019335
1610	-714.3966	-560.8703	-153.5263	692488.9	0.0695063	0.1232221	-0.03474589	1.216511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.41662	0.1709681	0.998473	0.999609	1.00039	1.00153	1.181765	8.34296	6.85077	6.6928	6.63071	4.78047	4.89113	2.00852	7.3163	5.28548	6.37765	5.67042	3.14053	2.76637	2.03758	6.97596	6.12178	6.63877	6.80536	3.35602	2.36977	3.26267	3.19031	3.19621	7.14217	2.52235	4.72948	1.029402
1620	-725.5834	-564.5002	-161.0832	437385.9	0.0698679	0.1101109	-0.07035951	1.612121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.71048	0.1994766	0.998079	0.999508	1.00049	1.00192	1.541761	8.34296	6.85077	6.6928	6.63071	4.48138	4.71891	1.68663	7.3163	5.28548	6.37765	5.67042	3.14053	2.76637	1.32556	6.97596	6.12178	6.63877	6.80536	3.37026	2.74229	3.26267	3.19031	3.06037	6.49228	2.52235	4.72948	1.045636
1630	-714.1302	-562.9978	-151.1324	109021.9	0.08310817	0.0636212	0.05734924	2.047041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07136	0.1390838	0.996153	0.999014	1.00098	1.00385	2.10439	8.34296	6.85077	6.6928	6.63071	4.32823	4.71891	1.68663	7.3163	5.28548	6.37765	5.67042	3.14053	2.76637	1.32556	6.80015	5.54663	6.63877	6.80536	3.37026	2.61933	3.26267	3.19031	3.05788	6.9621	2.52235	4.72948	0.9727478
1640	-716.7462	-560.4726	-156.2736	426760.1	0.06118473	0.05482289	0.1305536	1.829027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.43851	0.1060886	0.998055	0.999502	1.0005	1.00195	1.95958	8.34296	6.85077	6.6928	6.63071	4.32823	4.71891	1.4344	7.25055	5.28548	6.37765	5.67042	2.9628	2.06037	1.32556	5.59829	5.54663	6.63877	6.80536	3.37026	2.61933	3.26267	3.19031	2.92618	5.86717	2.52235	4.72948	0.9333767
1650	-725.888	-571.9156	-153.9724	969793	0.09213763	0.03169625	0.01459403	2.822426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.97896	0.09238869	0.99871	0.99967	1.00033	1.00129	2.83702	8.34296	6.85077	6.6928	6.63071	4.82882	4.71891	1.4344	7.83526	5.42183	6.37765	5.67042	3.04556	2.06037	1.45497	5.59829	5.54663	6.63877	6.80536	3.16935	2.61933	3.26267	3.19031	2.93637	5.86717	2.52235	4.72948	0.9948559
1660	-718.1713	-574.3804	-143.7909	766557.7	0.08940468	0.1127352	0.03495344	1.924225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.53647	0.2444906	0.998549	0.999629	1.00037	1.00145	1.959179	8.34296	6.85077	6.6928	6.63071	3.98403	4.71891	1.4344	8.04798	5.45637	6.37765	5.67042	2.86007	2.09035	1.45497	5.59829	5.54663	6.63877	6.80536	3.16935	2.61933	3.26267	3.19031	2.93637	5.86717	2.85795	4.72948	0.9821591
1670	-720.703	-574.5986	-146.1045	192507.3	0.08436791	0.07041273	0.03400231	1.839238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.45487	0.1393154	0.997104	0.999259	1.00074	1.0029	1.87324	8.34296	6.85077	6.6928	6.63071	3.30303	4.71891	1.4344	7.96518	5.45637	6.32932	5.6605	2.89928	2.09035	1.43666	5.59829	5.54663	6.63877	6.80536	3.15668	2.61933	3.26267	3.19031	2.93637	5.86717	2.85795	4.72948	0.9818484
1680	-727.7413	-573.3268	-154.4145	895339.6	0.08885107	0.1444563	0.1108559	1.585094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.07254	0.2676391	0.998657	0.999657	1.00034	1.00134	1.69595	8.34296	6.85077	6.6928	6.63071	3.30303	4.71891	1.4344	7.96518	5.45637	6.32932	5.6605	3.33588	1.47775	1.43666	4.78291	5.54663	6.63877	6.80536	3.15668	2.61933	3.26267	3.14824	2.93637	7.06695	2.85795	4.72948	0.9346349
1690	-718.1391	-563.4236	-154.7155	479712.6	0.08043603	0.3488342	-0.01448651	0.6978082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.03055	0.3738209	0.998165	0.999531	1.00047	1.00184	0.6833216	8.34296	6.85077	6.6928	6.63071	4.79051	4.71891	1.4344	7.96518	5.45637	6.32932	5.6605	3.33588	1.47775	1.43666	2.9324	5.91086	6.63877	6.80536	3.15668	2.61933	3.26267	3.14824	3.23303	7.06695	2.85795	4.72948	1.0212
1700	-725.8242	-565.7053	-160.1189	142911.9	0.07687205	0.270967	-0.03337128	0.7192827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.39977	0.267343	0.99664	0.999139	1.00086	1.00336	0.6859114	8.34296	6.85077	6.6928	6.63071	4.79051	4.71891	1.4344	7.96518	5.41212	6.32932	5.61351	2.93491	2.25079	1.43666	3.3819	5.91086	6.63877	6.80536	2.84836	2.61933	3.26267	3.22254	3.23303	6.15922	3.02189	3.6566	1.048652
1710	-715.6732	-562.5412	-153.132	131054.4	0.086259	0.3772363	0.04739745	0.4341193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.77481	0.2629658	0.996491	0.999101	1.00089	1.00351	0.4815167	8.34296	6.85077	6.6928	6.63071	4.79051	4.34409	1.4344	7.96518	6.24882	6.32932	5.61351	2.93491	2.25079	1.43666	6.33146	6.14559	6.63877	6.80536	2.85193	2.61933	3.26267	3.27295	3.23303	3.95041	3.02189	3.6566	0.9015664
1720	-726.2826	-568.3599	-157.9227	495489.2	0.077095	0.3810442	0.01514492	0.623921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.58359	0.384101	0.998195	0.999538	1.00046	1.00181	0.6390659	8.34296	6.85077	6.6928	6.63071	4.79051	4.34409	1.4344	7.96518	6.24882	6.32932	5.61351	2.93491	2.25079	1.39178	6.00853	6.14559	6.63877	6.80536	3.04997	2.61933	3.03295	3.27295	3.23303	3.95041	3.02189	3.6566	0.9763015
1730	-712.7137	-564.6845	-148.0292	995037	0.07825916	0.154404	-0.04242201	1.237121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35366	0.2258957	0.998726	0.999674	1.00033	1.00127	1.194699	8.34296	6.85077	6.6928	6.63071	4.68101	4.30343	1.16231	7.58775	6.24882	6.32932	5.61351	3.31652	2.25079	1.39178	5.2838	6.14559	6.63877	6.80536	3.04997	2.61933	3.1029	3.27295	3.3901	4.76594	3.02189	3.6566	1.035509
