taxon	min	max
7	0.25563521626214425	0.25563521626214425
11	1.6380395930950709	1.6380395930950709
13	0.04657408157286688	0.04657408157286688
110	0.9331291310756815	0.9331291310756815
16	0.01889220212524229	0.01889220212524229
24	0.38869394556259934	0.38869394556259934
37	0.6287776746106841	0.6287776746106841
42	0.24657731972582683	0.24657731972582683
47	0.8567948365826934	0.8567948365826934
82	7.998813348217703	7.998813348217703
83	7.4722399021031425	7.4722399021031425
113	5.858625946006902	5.858625946006902
128	2.0622632932140057	2.0622632932140057
144	1.3072569618678829	1.3072569618678829
153	1.5152605920902946	1.5152605920902946
123	2.4730907687517503	2.4730907687517503
124	0.4935490995495284	0.4935490995495284
4	0.613627956273136	0.613627956273136
90	0.36092463745608855	0.36092463745608855
91	0.09767209887683803	0.09767209887683803
6	4.67669246156834	4.67669246156834
8	4.430404345681271	4.430404345681271
10	0.07494528995990572	0.07494528995990572
151	2.2004294062409926	2.2004294062409926
150	2.3803445361817372	2.3803445361817372
152	0.6182553594475445	0.6182553594475445
14	1.2645593200508198	1.2645593200508198
102	4.711739619081247	4.711739619081247
99	2.491257668966865	2.491257668966865
19	1.4099869743195113	1.4099869743195113
20	5.397333662164796	5.397333662164796
84	7.006574952312125	7.006574952312125
22	1.5089924134648147	1.5089924134648147
133	3.27070886887983	3.27070886887983
25	0.9743467043705148	0.9743467043705148
96	1.6747312471488054	1.6747312471488054
94	3.408931247592564	3.408931247592564
126	2.334097860456029	2.334097860456029
27	0.36687518272584196	0.36687518272584196
97	0.5685892047877246	0.5685892047877246
29	1.5340037986091357	1.5340037986091357
88	1.8970088774043974	1.8970088774043974
31	1.2033842344379584	1.2033842344379584
32	0.4473531112291736	0.4473531112291736
36	1.5756859846004196	1.5756859846004196
39	0.16355753896559774	0.16355753896559774
131	5.712548509789182	5.712548509789182
132	3.1909671002102886	3.1909671002102886
41	1.167929132189596	1.167929132189596
148	3.152952485949063	3.152952485949063
43	0.5617389664982918	0.5617389664982918
45	1.9496525722454767	1.9496525722454767
50	4.954487578410356	4.954487578410356
51	0.4843053088226829	0.4843053088226829
53	5.684843540871444	5.684843540871444
56	2.645054483423901	2.645054483423901
57	4.396599772775393	4.396599772775393
59	8.140878820397601	8.140878820397601
63	12.713930909988289	12.713930909988289
79	12.353135516185926	12.353135516185926
85	6.359943160404172	6.359943160404172
86	3.9630907051690967	3.9630907051690967
100	7.118310903554958	7.118310903554958
101	5.745861610154186	5.745861610154186
103	6.886245627328734	6.886245627328734
107	8.01537185690269	8.01537185690269
109	4.456277903687436	4.456277903687436
111	4.732760088325295	4.732760088325295
112	2.606053405916187	2.606053405916187
114	5.335302944457729	5.335302944457729
115	3.123226394707908	3.123226394707908
121	4.879663601433029	4.879663601433029
127	3.2780198166367613	3.2780198166367613
134	6.4951559239800485	6.4951559239800485
136	4.2141249075292535	4.2141249075292535
137	2.01099205534988	2.01099205534988
139	6.971380830378804	6.971380830378804
143	1.625796216536559	1.625796216536559
147	3.0552046324540774	3.0552046324540774
149	4.288971526891223	4.288971526891223
t145_1	0	0
t139_1	0	0
t108_1	0	0
t33_1	0	0
t89_1	0	0
t143_1	0	0
t81_1	0	0
t97_1	0	0
t1_1	0	0
t105_1	0	0
t102_1	0	0
t107_1	0	0
t129_2	0	0
t111_1	0	0
t76_1	0	0
t93_1	0	0
t18_1	0	0
t80_1	0	0
t86_1	0	0
t131_1	0	0
t92_1	0	0
t144_1	0	0
t14_1	0	0
t72_1	0	0
t63_1	0	0
t32_1	0	0
t15_1	0	0
t57_1	0	0
t82_1	0	0
t142_1	0	0
t60_1	0	0
t17_1	0	0
t147_1	0	0
t8_1	0	0
t71_1	0	0
t10_1	0	0
t40_1	0	0
t34_1	0	0
t4_1	0	0
t116_1	0	0
t39_2	0	0
t110_1	0	0
t91_1	0	0
t44_1	0	0
t56_1	0	0
t45_1	0	0
t37_1	0	0
t141_1	0	0
t43_2	0	0
t23_1	0	0
t65_1	0	0
t129_1	0	0
t101_1	0	0
t39_1	0	0
t43_1	0	0
t48_1	0	0
t24_1	0	0
t109_1	0	0
t119_1	0	0
t125_1	0	0
t125_2	0	0
t125_3	0	0
t164_1	0	0
t167_1	0	0
t171_1	0	0
t191_1	0	0
t229_1	0	0
t246_1	0	0
t247_1	0	0
t249_1	0	0
t251_1	0	0
t260_1	0	0
t285_1	0	0
t286_1	0	0
t286_2	0	0
t290_1	0	0
t298_1	0	0
