taxon	min	max
8	0.525406155199173	0.525406155199173
21	0.1815296081002921	0.1815296081002921
140	5.035379773204841	5.035379773204841
65	4.649470419631907	4.649470419631907
80	3.2897316284820355	3.2897316284820355
113	7.50839360017873	7.50839360017873
118	2.259552717971948	2.259552717971948
123	6.572270979959148	6.572270979959148
136	2.099934673847425	2.099934673847425
138	2.2464490759326994	2.2464490759326994
1	0.8436694889859645	0.8436694889859645
2	0.0049351590443542405	0.0049351590443542405
101	1.4640391601817089	1.4640391601817089
3	0.07097826991423391	0.07097826991423391
5	0.32994400715936073	0.32994400715936073
95	4.365129023650483	4.365129023650483
7	1.789363605416455	1.789363605416455
9	2.2776172609808816	2.2776172609808816
12	0.29550325046492276	0.29550325046492276
143	4.790041934688189	4.790041934688189
13	0.3552026556457109	0.3552026556457109
15	1.3928384101558118	1.3928384101558118
134	1.8838591878485182	1.8838591878485182
16	1.2867084363173205	1.2867084363173205
17	0.25701398649138907	0.25701398649138907
18	1.0587979987940006	1.0587979987940006
146	4.139537601271309	4.139537601271309
148	3.193713184008256	3.193713184008256
157	1.068651131843935	1.068651131843935
22	0.44316109834788475	0.44316109834788475
23	4.058709208775389	4.058709208775389
26	0.4945297449395629	0.4945297449395629
27	1.3417706498765167	1.3417706498765167
29	0.5485095886230301	0.5485095886230301
31	0.9254099281012493	0.9254099281012493
32	1.5751723438990544	1.5751723438990544
35	0.4288749218377116	0.4288749218377116
37	1.328657133373747	1.328657133373747
105	2.3036355957984505	2.3036355957984505
39	0.08614364996140995	0.08614364996140995
168	4.486373764559724	4.486373764559724
40	0.9227482886980827	0.9227482886980827
41	0.3490637457209702	0.3490637457209702
150	3.946011665363176	3.946011665363176
43	0.3914050165225164	0.3914050165225164
47	1.06720637093194	1.06720637093194
48	1.0960286167005058	1.0960286167005058
159	4.714226201939486	4.714226201939486
50	1.639246907314164	1.639246907314164
59	1.5373918935389348	1.5373918935389348
63	5.167866756151092	5.167866756151092
90	21.33815959484923	21.33815959484923
68	19.440944671979615	19.440944671979615
91	19.274509264340846	19.274509264340846
92	12.502676568906876	12.502676568906876
93	11.686089695879915	11.686089695879915
94	6.19165648347636	6.19165648347636
98	3.560190556052638	3.560190556052638
102	1.930968122043905	1.930968122043905
103	4.020627292142108	4.020627292142108
106	0.2775931751058903	0.2775931751058903
111	9.48397480088844	9.48397480088844
114	7.2690338861522905	7.2690338861522905
115	3.3290888636886202	3.3290888636886202
125	5.202478406122876	5.202478406122876
126	4.218093076205798	4.218093076205798
128	3.176849450185149	3.176849450185149
139	0.619948731713179	0.619948731713179
142	4.644371802456602	4.644371802456602
144	5.9624044789300825	5.9624044789300825
145	4.666165177740656	4.666165177740656
151	4.813883948838651	4.813883948838651
152	7.0868807321067004	7.0868807321067004
153	11.71329240471401	11.71329240471401
154	7.771650817056125	7.771650817056125
155	5.249729824917493	5.249729824917493
160	5.683980741714249	5.683980741714249
161	4.230189980754108	4.230189980754108
162	2.530661966478931	2.530661966478931
163	1.5139218237567664	1.5139218237567664
165	1.9619854496028055	1.9619854496028055
166	2.839960232737721	2.839960232737721
171	1.812395611851842	1.812395611851842
175	1.1391362363178792	1.1391362363178792
177	8.994518292198011	8.994518292198011
t170_1	0	0
t104_1	0	0
t22_1	0	0
t65_1	0	0
t20_1	0	0
t163_1	0	0
t145_2	0	0
t33_1	0	0
t119_1	0	0
t73_1	0	0
t68_1	0	0
t131_1	0	0
t88_1	0	0
t75_1	0	0
t160_1	0	0
t21_1	0	0
t143_1	0	0
t62_1	0	0
t126_1	0	0
t24_1	0	0
t82_1	0	0
t113_3	0	0
t95_1	0	0
t27_1	0	0
t61_1	0	0
t120_1	0	0
t80_1	0	0
t15_1	0	0
t35_3	0	0
t50_1	0	0
t128_1	0	0
t28_1	0	0
t164_1	0	0
t60_1	0	0
t77_1	0	0
t148_1	0	0
t39_1	0	0
t42_1	0	0
t31_1	0	0
t6_1	0	0
t107_1	0	0
t55_1	0	0
t37_1	0	0
t74_3	0	0
t110_1	0	0
t86_1	0	0
t56_1	0	0
t102_1	0	0
t18_1	0	0
t124_1	0	0
t145_1	0	0
t92_1	0	0
t13_1	0	0
t12_1	0	0
t113_1	0	0
t113_2	0	0
t35_1	0	0
t35_2	0	0
t34_1	0	0
t74_1	0	0
t74_2	0	0
t78_1	0	0
t70_1	0	0
t9_1	0	0
t168_1	0	0
t166_1	0	0
t166_2	0	0
t48_1	0	0
t178_1	0	0
t192_1	0	0
t192_2	0	0
t199_1	0	0
t200_1	0	0
t221_1	0	0
t223_1	0	0
t226_1	0	0
t235_1	0	0
t241_1	0	0
t242_1	0	0
t251_1	0	0
t252_1	0	0
t272_1	0	0
t289_1	0	0
t302_1	0	0
t315_1	0	0
t320_1	0	0
t324_1	0	0
t325_1	0	0
t331_1	0	0
