taxon	min	max
153	1.5766989931099549	1.5766989931099549
13	0.39086865516131897	0.39086865516131897
17	0.36563778652293283	0.36563778652293283
23	0.9744218876393789	0.9744218876393789
28	1.5286340086458523	1.5286340086458523
35	0.9073834005967969	0.9073834005967969
36	0.29135872366273274	0.29135872366273274
52	1.495600196571801	1.495600196571801
67	3.9028818956611064	3.9028818956611064
162	4.89843979694764	4.89843979694764
111	6.558666019501428	6.558666019501428
141	2.0901778719192734	2.0901778719192734
148	0.6642554316182488	0.6642554316182488
184	7.530555802018125	7.530555802018125
189	0.779656226587744	0.779656226587744
1	1.9990120401671452	1.9990120401671452
164	6.095815581558992	6.095815581558992
165	2.433152764965135	2.433152764965135
2	0.4633053248522714	0.4633053248522714
3	1.561021153603091	1.561021153603091
4	0.1578805839077708	0.1578805839077708
154	1.1185230507324047	1.1185230507324047
8	0.911609756959618	0.911609756959618
173	2.138599949499759	2.138599949499759
144	1.710630195243949	1.710630195243949
10	3.861778613508511	3.861778613508511
167	7.905728658275108	7.905728658275108
168	4.107324060855379	4.107324060855379
11	2.3705993204585303	2.3705993204585303
12	1.27366300567437	1.27366300567437
14	0.9638709979514934	0.9638709979514934
15	2.0106754617346914	2.0106754617346914
18	0.03801843221385599	0.03801843221385599
157	2.0096434901156424	2.0096434901156424
19	0.4652518943871384	0.4652518943871384
191	11.879094420312375	11.879094420312375
192	6.368117943321817	6.368117943321817
20	1.7247051836355751	1.7247051836355751
160	5.772507175633556	5.772507175633556
161	2.943635086662711	2.943635086662711
22	0.14166236103061638	0.14166236103061638
105	6.536851674726735	6.536851674726735
26	3.916309313242087	3.916309313242087
110	1.4928399965360404	1.4928399965360404
27	1.0210538192764804	1.0210538192764804
29	0.26699878074825506	0.26699878074825506
30	0.04428639138842165	0.04428639138842165
179	3.331871536745482	3.331871536745482
32	2.128001037246278	2.128001037246278
33	1.4647313043939458	1.4647313043939458
37	1.270896635496117	1.270896635496117
113	4.8591095622196665	4.8591095622196665
175	1.3288122361130381	1.3288122361130381
39	0.2942756681577827	0.2942756681577827
40	2.3636541349147535	2.3636541349147535
130	3.9792562575583865	3.9792562575583865
45	1.2943851973680733	1.2943851973680733
109	5.289336353337767	5.289336353337767
47	0.7345959125696778	0.7345959125696778
129	3.061609161342564	3.061609161342564
190	3.0681486044039903	3.0681486044039903
54	3.7265503592029963	3.7265503592029963
57	2.709456438358412	2.709456438358412
63	0.29377051616371674	0.29377051616371674
64	2.6433767822249568	2.6433767822249568
100	10.0149626198959	10.0149626198959
102	8.07911915723391	8.07911915723391
66	4.775319946563094	4.775319946563094
107	9.394182755534395	9.394182755534395
108	6.537375100849252	6.537375100849252
76	5.893761026487553	5.893761026487553
84	5.545467334359687	5.545467334359687
94	3.3778525357261038	3.3778525357261038
99	12.540399348077552	12.540399348077552
114	1.5224169089555866	1.5224169089555866
118	9.398867404750236	9.398867404750236
119	7.578698792359393	7.578698792359393
121	3.7463471452143295	3.7463471452143295
123	7.548526683900752	7.548526683900752
124	0.5349890680995963	0.5349890680995963
126	5.8531851520180425	5.8531851520180425
127	8.232968319023165	8.232968319023165
134	8.265637153197442	8.265637153197442
147	2.1257371970434376	2.1257371970434376
149	5.56943894617847	5.56943894617847
151	4.028897406160605	4.028897406160605
156	4.110244877323245	4.110244877323245
170	2.7173528715706623	2.7173528715706623
182	8.374209289575479	8.374209289575479
183	7.955992750987573	7.955992750987573
186	6.37765618194013	6.37765618194013
187	4.4923400911790345	4.4923400911790345
188	3.8690591702932267	3.8690591702932267
t20_1	0	0
t96_1	0	0
t25_1	0	0
t74_1	0	0
t42_1	0	0
t109_1	0	0
t35_1	0	0
t95_1	0	0
t62_1	0	0
t87_1	0	0
t3_1	0	0
t125_1	0	0
t92_1	0	0
t126_1	0	0
t148_1	0	0
t142_1	0	0
t144_1	0	0
t116_1	0	0
t4_1	0	0
t171_1	0	0
t56_1	0	0
t149_1	0	0
t82_1	0	0
t119_1	0	0
t14_2	0	0
t160_1	0	0
t46_2	0	0
t8_1	0	0
t72_1	0	0
t152_1	0	0
t106_1	0	0
t33_1	0	0
t80_1	0	0
t129_1	0	0
t167_1	0	0
t162_1	0	0
t177_1	0	0
t29_1	0	0
t170_1	0	0
t94_1	0	0
t43_1	0	0
t77_1	0	0
t114_1	0	0
t174_1	0	0
t79_1	0	0
t51_1	0	0
t41_3	0	0
t70_1	0	0
t183_1	0	0
t143_2	0	0
t16_1	0	0
t118_1	0	0
t36_1	0	0
t22_1	0	0
t14_1	0	0
t46_1	0	0
t10_1	0	0
t58_1	0	0
t41_1	0	0
t41_2	0	0
t143_1	0	0
t32_1	0	0
t68_1	0	0
t133_1	0	0
t181_1	0	0
t48_1	0	0
t65_1	0	0
t60_1	0	0
t197_1	0	0
t202_1	0	0
t203_1	0	0
t231_1	0	0
t234_1	0	0
t235_1	0	0
t236_1	0	0
t242_1	0	0
t246_1	0	0
t246_2	0	0
t251_1	0	0
t252_1	0	0
t256_1	0	0
t257_1	0	0
t279_1	0	0
t285_1	0	0
t288_1	0	0
t291_1	0	0
t297_1	0	0
t306_1	0	0
t310_1	0	0
t312_1	0	0
t317_1	0	0
t329_1	0	0
t331_1	0	0
t344_1	0	0
t347_1	0	0
t361_1	0	0
t362_1	0	0
