taxon	min	max
2	0.6988689213045447	0.6988689213045447
14	0.1854595526977677	0.1854595526977677
31	0.2597531033204376	0.2597531033204376
41	0.13881487134395643	0.13881487134395643
48	0.12745649201169834	0.12745649201169834
50	0.01168260561288965	0.01168260561288965
67	11.901037742399016	11.901037742399016
94	11.455346280305086	11.455346280305086
118	2.643188925569858	2.643188925569858
121	9.81476031210119	9.81476031210119
135	6.456063337024312	6.456063337024312
146	11.679114045457176	11.679114045457176
155	10.080934544324373	10.080934544324373
112	3.048725244337743	3.048725244337743
1	0.6365456004561107	0.6365456004561107
5	0.7493329622116589	0.7493329622116589
172	1.8807206781680743	1.8807206781680743
6	0.16140595035137897	0.16140595035137897
7	0.5765834838206388	0.5765834838206388
8	0.14607865834972808	0.14607865834972808
9	4.132420235897987	4.132420235897987
96	5.779992928487497	5.779992928487497
11	2.730850778158816	2.730850778158816
12	2.325802448327807	2.325802448327807
117	1.4938168300315624	1.4938168300315624
114	4.946402957203961	4.946402957203961
115	2.909958168932437	2.909958168932437
168	3.0310453321490938	3.0310453321490938
19	2.651758560726489	2.651758560726489
21	5.9596141517702605	5.9596141517702605
22	0.8330312649883598	0.8330312649883598
158	5.328472578757759	5.328472578757759
24	1.3365940091903434	1.3365940091903434
27	0.9749049443664339	0.9749049443664339
29	0.8376194343494825	0.8376194343494825
32	2.0080432064434333	2.0080432064434333
33	3.0739486666819706	3.0739486666819706
34	2.8580705821402344	2.8580705821402344
36	1.9484837481695916	1.9484837481695916
38	2.1913690304246867	2.1913690304246867
171	2.2617310777552073	2.2617310777552073
40	1.704238166664378	1.704238166664378
153	4.273476200593324	4.273476200593324
44	0.8976221491452097	0.8976221491452097
46	1.6387314878264894	1.6387314878264894
49	0.20596436826194492	0.20596436826194492
52	0.6425743609543328	0.6425743609543328
159	3.226302613048728	3.226302613048728
54	1.0628198504342854	1.0628198504342854
128	2.7880771914348874	2.7880771914348874
57	0.4487918914480462	0.4487918914480462
97	5.312730600559407	5.312730600559407
60	2.342234666015227	2.342234666015227
61	4.683487276505594	4.683487276505594
65	6.294714776135041	6.294714776135041
93	12.088463078705274	12.088463078705274
66	10.837195320976374	10.837195320976374
78	7.164323586841183	7.164323586841183
179	6.5755883930068	6.5755883930068
177	11.247511161289886	11.247511161289886
83	7.572266262725658	7.572266262725658
178	8.270852162437324	8.270852162437324
84	5.046769499326388	5.046769499326388
91	17.637165070930514	17.637165070930514
92	13.30507013978485	13.30507013978485
95	11.140854785456627	11.140854785456627
99	12.671710989579203	12.671710989579203
100	11.362040893374838	11.362040893374838
101	9.397288400573117	9.397288400573117
102	8.999921835399258	8.999921835399258
103	7.532463113851957	7.532463113851957
104	5.794993253012011	5.794993253012011
106	2.157203516384209	2.157203516384209
111	1.8725579428512855	1.8725579428512855
120	1.6918798699344477	1.6918798699344477
124	6.256995210865155	6.256995210865155
125	4.347791757540064	4.347791757540064
126	3.2270536101191167	3.2270536101191167
130	7.128726045844541	7.128726045844541
132	3.167771238211591	3.167771238211591
133	1.9506490895065562	1.9506490895065562
136	5.51406954014356	5.51406954014356
137	3.583458593478214	3.583458593478214
140	7.496565442629524	7.496565442629524
141	3.3107433494819842	3.3107433494819842
143	2.2436368026394287	2.2436368026394287
148	11.214003545598507	11.214003545598507
149	9.472507959899126	9.472507959899126
151	4.535653179870135	4.535653179870135
156	9.267871029483624	9.267871029483624
157	6.052081317693696	6.052081317693696
162	3.8606509244562317	3.8606509244562317
163	3.4093064470947545	3.4093064470947545
165	2.852872993647211	2.852872993647211
173	2.816133568385444	2.816133568385444
174	1.9198245163999719	1.9198245163999719
t44_1	0	0
t93_1	0	0
t5_1	0	0
t76_1	0	0
t3_1	0	0
t71_2	0	0
t128_1	0	0
t78_1	0	0
t125_1	0	0
t143_1	0	0
t56_1	0	0
t48_1	0	0
t15_1	0	0
t27_1	0	0
t47_1	0	0
t167_1	0	0
t67_1	0	0
t156_2	0	0
t13_1	0	0
t105_1	0	0
t84_1	0	0
t88_1	0	0
t77_1	0	0
t90_1	0	0
t163_1	0	0
t136_1	0	0
t99_1	0	0
t52_1	0	0
t101_1	0	0
t21_1	0	0
t104_1	0	0
t10_1	0	0
t137_1	0	0
t123_1	0	0
t151_1	0	0
t110_1	0	0
t158_1	0	0
t42_1	0	0
t120_1	0	0
t73_1	0	0
t86_2	0	0
t29_1	0	0
t82_1	0	0
t17_1	0	0
t16_1	0	0
t141_1	0	0
t130_1	0	0
t134_1	0	0
t124_1	0	0
t46_1	0	0
t71_1	0	0
t164_1	0	0
t156_1	0	0
t150_1	0	0
t160_1	0	0
t160_2	0	0
t2_1	0	0
t89_1	0	0
t86_1	0	0
t14_1	0	0
t161_1	0	0
t111_1	0	0
t83_1	0	0
t45_1	0	0
t70_1	0	0
t129_1	0	0
t132_1	0	0
t65_1	0	0
t171_1	0	0
t179_1	0	0
t180_1	0	0
t184_1	0	0
t187_1	0	0
t190_1	0	0
t195_1	0	0
t201_1	0	0
t204_1	0	0
t205_1	0	0
t207_1	0	0
t213_1	0	0
t252_1	0	0
t263_1	0	0
t270_1	0	0
t275_1	0	0
t276_1	0	0
t281_1	0	0
t285_1	0	0
t303_1	0	0
t329_1	0	0
t336_1	0	0
