taxon	min	max
7	0.03063549112548671	0.03063549112548671
17	0.6184231748411299	0.6184231748411299
32	1.0935279990973554	1.0935279990973554
38	0.04266699684694977	0.04266699684694977
41	0.10845717338647327	0.10845717338647327
183	0.624537248555065	0.624537248555065
59	1.849826027607165	1.849826027607165
135	4.0182810713877455	4.0182810713877455
67	3.1357741684249003	3.1357741684249003
70	4.391492935063903	4.391492935063903
72	5.583217902746575	5.583217902746575
94	13.218266981326165	13.218266981326165
97	6.650266887266961	6.650266887266961
114	1.90170769747307	1.90170769747307
121	5.816979138368747	5.816979138368747
2	4.210443816363527	4.210443816363527
3	1.5877354820086185	1.5877354820086185
11	2.374192912126571	2.374192912126571
14	0.31103746949182254	0.31103746949182254
15	0.18163057328187324	0.18163057328187324
163	3.129723340655152	3.129723340655152
164	1.297252430546549	1.297252430546549
19	0.96143216207876	0.96143216207876
21	0.20023409456077715	0.20023409456077715
22	2.1232256947105608	2.1232256947105608
108	2.628609324121834	2.628609324121834
26	0.2045166764600835	0.2045166764600835
27	4.065761226662047	4.065761226662047
98	5.545810009421431	5.545810009421431
28	1.0318627546146457	1.0318627546146457
29	1.6333977211636133	1.6333977211636133
30	1.8572119091032162	1.8572119091032162
31	2.746684634315079	2.746684634315079
109	13.474101890185274	13.474101890185274
111	11.957620775006722	11.957620775006722
112	7.605421558597169	7.605421558597169
33	1.2052347050563041	1.2052347050563041
34	1.2691606801456943	1.2691606801456943
35	1.8847007875265125	1.8847007875265125
123	2.1004293945541823	2.1004293945541823
37	1.9904283903456053	1.9904283903456053
42	2.180940224429632	2.180940224429632
44	0.411169066295747	0.411169066295747
47	3.494349946886766	3.494349946886766
144	6.297034077593592	6.297034077593592
48	1.6917544887874936	1.6917544887874936
49	0.8168883365364397	0.8168883365364397
50	1.3722767512790428	1.3722767512790428
51	1.1553294215553433	1.1553294215553433
56	0.20756381897901316	0.20756381897901316
63	2.3992368393919987	2.3992368393919987
65	3.085401561637629	3.085401561637629
165	4.559208323929708	4.559208323929708
71	4.156450120510795	4.156450120510795
73	5.605656318619513	5.605656318619513
116	7.7497939771514215	7.7497939771514215
83	10.892372803978548	10.892372803978548
93	15.716698048778483	15.716698048778483
95	12.533548002716131	12.533548002716131
99	12.523077658820657	12.523077658820657
100	4.133503818900735	4.133503818900735
101	6.244997167885384	6.244997167885384
102	4.93186036453708	4.93186036453708
103	4.777019182834573	4.777019182834573
104	3.8407057244692364	3.8407057244692364
115	10.488902905727377	10.488902905727377
118	5.431561480391537	5.431561480391537
122	3.9605804424123936	3.9605804424123936
128	5.713835351873394	5.713835351873394
130	2.5850349411437192	2.5850349411437192
131	3.6839387592056294	3.6839387592056294
142	11.837598625912188	11.837598625912188
143	9.307758013830366	9.307758013830366
146	6.982536989880397	6.982536989880397
152	6.775716936399622	6.775716936399622
153	6.156603445903809	6.156603445903809
155	4.431519929445077	4.431519929445077
157	3.7244573039569406	3.7244573039569406
158	2.0412820251529986	2.0412820251529986
167	2.4674598106795513	2.4674598106795513
169	6.275736319118231	6.275736319118231
171	3.5276411168623243	3.5276411168623243
173	2.8375941733553764	2.8375941733553764
172	3.6376640821554975	3.6376640821554975
174	1.6523181657864563	1.6523181657864563
175	0.45786649455637546	0.45786649455637546
177	6.735515913157891	6.735515913157891
179	2.1569570428921243	2.1569570428921243
181	3.3004111460895684	3.3004111460895684
182	0.15689245644693972	0.15689245644693972
t78_1	0	0
t77_1	0	0
t103_1	0	0
t120_1	0	0
t36_1	0	0
t29_1	0	0
t7_1	0	0
t79_1	0	0
t123_1	0	0
t163_2	0	0
t66_1	0	0
t64_1	0	0
t9_1	0	0
t48_1	0	0
t50_1	0	0
t72_1	0	0
t142_1	0	0
t65_1	0	0
t70_1	0	0
t68_2	0	0
t181_1	0	0
t38_1	0	0
t173_1	0	0
t136_1	0	0
t81_2	0	0
t135_1	0	0
t129_1	0	0
t13_1	0	0
t159_1	0	0
t54_1	0	0
t57_1	0	0
t101_1	0	0
t174_1	0	0
t126_1	0	0
t152_1	0	0
t20_1	0	0
t55_1	0	0
t148_1	0	0
t156_1	0	0
t175_1	0	0
t131_1	0	0
t80_1	0	0
t30_1	0	0
t6_1	0	0
t75_1	0	0
t10_1	0	0
t12_1	0	0
t87_2	0	0
t59_1	0	0
t118_1	0	0
t21_1	0	0
t163_1	0	0
t128_1	0	0
t68_1	0	0
t81_1	0	0
t62_1	0	0
t164_1	0	0
t164_2	0	0
t43_1	0	0
t87_1	0	0
t168_1	0	0
t168_2	0	0
t107_1	0	0
t162_1	0	0
t172_1	0	0
t141_1	0	0
t121_1	0	0
t63_1	0	0
t28_1	0	0
t155_1	0	0
t110_1	0	0
t97_1	0	0
t37_1	0	0
t169_1	0	0
t158_1	0	0
t191_1	0	0
t198_1	0	0
t199_1	0	0
t202_1	0	0
t214_1	0	0
t225_1	0	0
t228_1	0	0
t232_1	0	0
t249_1	0	0
t270_1	0	0
t281_1	0	0
t289_1	0	0
t308_1	0	0
t322_1	0	0
t340_1	0	0
t344_1	0	0
t365_1	0	0
